id_produk;nama_parfum;brand;harga_teks;size;concentrate;top_notes;middle_notes;base_notes;kategori;waktu;aktivitas;gender;deskripsi_wangi;foto_url;link_toko;harga;;;
284;Bohemi;Bohe;Rp155.000,00;35;Extrait De Parfum;Blackcurrant, Chasis, Vanilla, Rose, Lychee, Freesia, Patchouli;-;-;Fruity / Sweet;day;Pakaian kasual harian, jalan-jalan sore ke mall, hangout bareng sahabat, atau kencan kasual.;female;Awal spray: Ledakan kemanisan buah dan bunga dari buah blackcurrant, chasis, lychee juicy, mawar, dan freesia. Lama-kelamaan: Profil aromanya menyatu anggun memancarkan kemanisan buah eksotis yang berpadu ekstrak vanila manis. Akhir : Ditutup sangat awet oleh kehangatan vanila manis yang dibalut kemewahan patchouli bumi yang memikat.;https://down-id.img.susercontent.com/file/id-11134207-7qula-li8qb7c8z9ey8d;https://shopee.co.id/bohebali;155000;;;
285;Badboy for Life;Bohe;Rp155.000,00;35;Extrait De Parfum;Grapefruit, Blood Mandarin, Mint;Tose, Cinnamon, Spicy;Leather, Woody, Amber, Patchouli;Fresh / Leather;night;Hangout malam hari di kafe/lounge, berkendara motor malam, kencan romantis, atau menonton konser.;male;Awal spray: Kesegaran awal yang nakal nan memikat dari jeruk grapefruit, buah blood mandarin, dan daun mint dingin. Lama-kelamaan: Menghangat sangat seksi berkat perpaduan kelopak mawar, bubuk kayu manis (cinnamon), dan rempah pedas. Akhir : Ditutup aroma maskulin tangguh dari jaket kulit (leather), serat kayu hutan, ambar hangat, dan patchouli bumi.;https://down-id.img.susercontent.com/file/id-11134207-7qul9-li8sia4t1is7bb;https://shopee.co.id/bohebali;155000;;;
286;Savage;Bohe;Rp155.000,00;35;Extrait De Parfum;Grapefruit, Mandarin Orange;Bay Leaf, Jasmine;Guaiac Wood, Oakmoss, Patchouli, Ambergis;Fresh / Aquatic;versatile;Berolahraga harian, cuaca musim panas terik, kasual kaos-jeans harian, atau kuliah pagi hari.;male;Awal spray: Semburan jeruk sitrus yang segar menyejukkan dari kombinasi jeruk grapefruit dan mandarin orange. Lama-kelamaan: Berubah menjadi aroma maskulin yang bersih berkat keasrian daun salam (bay leaf) dan kelopak melati malam. Akhir : Ditutup aroma maskulin tangguh berwibawa dari kayu guaiac wood, lumut oakmoss, patchouli bumi, dan ambergis.;https://down-id.img.susercontent.com/file/id-11134207-7r98x-lljglunw9uwb94;https://shopee.co.id/bohebali;155000;;;
287;Ambitchous;Bohe;Rp155.000,00;35;Extrait De Parfum;Almond, Bergamot, Coffee, Lemon;Tuberose, Jasmine, Orris, Vanilla;Tonka Bean, Amber, Cacao, Praline, Sandalwood;Gourmand / Sweet;night;Penggemar wangi gourmand manis cokelat, kencan malam hari (date night), pesta malam, atau cuaca dingin.;female;Awal spray: Kelezatan instan yang sangat menggoda dari gurihnya kacang almond, jeruk bergamot, kopi hitam, dan lemon. Lama-kelamaan: Menjelma menjadi aroma utama bunga sedap malam (tuberose), melati malam, akar orris bedak, dan vanila manis. Akhir : Ditutup sangat lezat oleh manisnya tonka bean, ambar hangat, biji kakao pod, cokelat praline, dan cendana.;https://down-id.img.susercontent.com/file/id-11134207-7qula-li8qb7c8v1pm78;https://shopee.co.id/bohebali;155000;;;
288;Badassery;Bohe;Rp145.000,00;35;Extrait De Parfum;Pink Pepper, Pear, Orange Blossom;Coffee, Jasmine, Almond, Licorice;Vanilla, Cedar, Patchouli;Gourmand / Bold;night;Aktivitas malam hari, menghadiri konser, nongkrong di kafe malam, atau pakaian jaket kulit kasual.;female;Awal spray: Semburan awal yang hangat nan mewah dari butiran lada pink, buah pir matang, dan kebersihan bunga jeruk. Lama-kelamaan: Ledakan aroma utama gilingan kopi hitam pekat dipadu melati malam, kacang almond pahit, dan licorice manis. Akhir : Ditutup sangat awet nan sensual oleh manisnya ekstrak vanila asli, kayu cedarwood kokoh, dan patchouli bumi.;https://down-id.img.susercontent.com/file/id-11134207-7qukw-li8r7l271rzg79;https://shopee.co.id/bohebali;145000;;;
289;Berly;Bohe;Rp155.000,00;35;Extrait De Parfum;Orange, Geeen Notes;Tuberose, Jasmine, Honey;Orris, Vanilla, Sandalwood;Floral / Creamy;day;Menghadiri arisan, jalan-jalan kasual ke mall, menghadiri pernikahan siang hari, atau kencan sore.;female;Awal spray: Kesegaran awal yang ceria nan ramah dari buah jeruk manis dipadu asrinya catatan hijau dedaunan alami. Lama-kelamaan: Merekah sangat anggun dan manis dari kombinasi bunga sedap malam (tuberose), melati malam, dan lelehan madu hutan. Akhir : Ditutup sangat lembut nan mewah berkat kelembutan akar orris bedak, vanila manis, dan kayu cendana.;https://down-id.img.susercontent.com/file/id-11134207-7qul5-li8qb7c8s8kqde;https://shopee.co.id/bohebali;155000;;;
290;Classy;Aoera;Rp169.000,00;50 ml;Eau De Parfum;Ginger, Almond;Orris, Tonka Bean, Orcanox, Figolide;Sandalwood Cream, Vanilla;Creamy / Elegant;night;Bekerja profesional di kantor, kuliah harian, kencan kasual siang hari, atau pakaian kemeja rapi.;unisex;Awal spray: Keunikan aroma rempah hangat nan mewah dari perpaduan jahe segar (ginger) dan gurihnya kacang almond. Lama-kelamaan: Melembut anggun bertransisi menjadi kelembutan akar orris bedak, tonka bean, molekul orcanox, dan figolide. Akhir : Ditutup sangat mewah nan halus layaknya krim kosmetik mahal dari krim kayu cendana (sandalwood cream) dan vanila.;https://d2kchovjbwl1tk.cloudfront.net/vendor/9962/product/2_1750760003246.png;https://shopee.co.id/aoeraid;169000;;;
291;Fantasy;Aoera;Rp149.000,00;50 ml;Eau De Parfum;Amber, Cedarwood;Caramel, Oakmoss;Vanilla, Tonka;Gourmand / Warm;night;Teman tidur malam hari, bersantai di rumah saat hujan, kencan romantis malam, atau cuaca dingin.;unisex;Awal spray: Kehangatan mewah instan di menit pertama dari perpaduan ambar emas (amber) dan kekuatan kayu cedarwood. Lama-kelamaan: Bertransisi menjadi sangat lezat berkat lelehan karamel cair (caramel) manis dan lumut hutan oakmoss. Akhir : Ditutup dengan sisa kemanisan yang menempel erat di kulit dari ekstrak vanila manis dan tonka bean.;https://nihonmart.id/pub/media/catalog/product/cache/8a3fa81d90974d9a7299f2eff309979f/f/a/fantasy_eau_de_parfum-min.png;https://shopee.co.id/aoeraid;149000;;;
292;Signature;Aoera;Rp159.000,00;50 ml;Eau De Parfum;Nutmeg, Saffron, Lavender;Leather, Tabacco, Maderal, Oud;Patchouli, Moss, Musk, Driftwood;Leather / Woody;night;Menghadiri pertemuan bisnis, kerja profesional kantor, berkendara motor, atau menghadiri acara resmi.;male;Awal spray: Ledakan rempah maskulin berwibawa dari parutan biji pala (nutmeg), saffron merah mahal, dan lavender menenangkan. Lama-kelamaan: Menjelma menjadi aroma utama jaket kulit (leather), asap tembakau (tobacco), maderal, dan kayu gaharu (oud). Akhir : Ditutup sangat awet membumi oleh kombinasi dari patchouli bumi, lumut hutan moss, bedak musk, dan kayu hanyut (driftwood).;https://nihonmart.id/pub/media/catalog/product/cache/f61d9d1cf83fa595fd52a6205bb1f47f/s/i/signature_eau_de_parfum-min.png;https://shopee.co.id/aoeraid;159000;;;
293;Majestic;Aoera;Rp159.000,00;50 ml;Eau De Parfum;Mandarin, Peach, Orange;Tuberose, Ylang-ylang, Coconut, Tropicalone;Sandalwood, Vanilla, White Musk, Cedar;Floral / Tropical;day;Liburan musim panas, jalan-jalan sore ke mall, menghadiri acara semi-formal, atau kencan kasual.;female;Awal spray: Kesegaran buah tropis yang ceria nan manis dari jeruk mandarin, buah persik (peach) matang, dan sweet orange. Lama-kelamaan: Menjelma menjadi buket bunga tropis eksotis dari sedap malam (tuberose), ylang-ylang, kelapa gurih, dan tropicalone. Akhir : Ditutup sangat lembut nan mewah oleh kehangatan kayu cendana, vanila manis, bedak white musk murni, dan cedar.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1737531997912-675b8306-d022-4abe-99e9-19717a03f795;https://shopee.co.id/aoeraid;159000;;;
294;Pretty;Aoera;Rp169.000,00;50 ml;Eau De Parfum;Lemon, Orange, Plum, Strawberry;Rasberry, Rose, White Flower;Ambery, Musk, Praline, Vanilla;Fruity / Sweet;day;Sekolah/kuliah harian, jalan-jalan santai sore bareng teman, hangout kasual, atau pakaian kasual ceria.;female;Awal spray: Semburan buah-buahan segar manis yang ceria dari perasan lemon, jeruk orange, plum hitam, dan stroberi segar. Lama-kelamaan: Melembut sangat feminin nan ramah berkat paduan buah raspberry liar, mawar, dan bunga putih (white flower). Akhir : Ditutup sangat manis nan menggemaskan oleh kombinasi ambery, bedak musk, cokelat praline, dan vanila manis.;https://nihonmart.id/pub/media/catalog/product/cache/f61d9d1cf83fa595fd52a6205bb1f47f/p/r/pretty_eau_de_parfum-min.png;https://shopee.co.id/aoeraid;169000;;;
295;Prestige;Aoera;Rp169.000,00;50 ml;Eau De Parfum;Lemon, Juniper Berry, Cardamom, Basil;White Flowers, Nutmeg, Floral, Anise.;Patchouli, Musk, Incense, Cedarwood;Fresh / Green;day;Sekolah/kuliah harian, jalan-jalan santai sore bareng teman, hangout kasual, atau pakaian kasual ceria.;unisex;Awal spray: Semburan buah-buahan segar dan manis membuat kesan ceria dan semnagat. Lama-kelamaan: Melembut dengan bunga dan sedikit spicy. Akhir : Ditutup  dengan sentuhan hangat dan menenangkan.;https://nihonmart.id/pub/media/catalog/product/cache/8a3fa81d90974d9a7299f2eff309979f/p/r/prestige_eau_de_parfum-min.png;https://shopee.co.id/aoeraid;169000;;;
296;Perfection;Aoera;Rp169.000,00;50 ml;Eau De Parfum;Juicy Pineapple and fresh Neroli;Jasmine and airy Peony;Cedarwood, Musk, and Ambrox;Tropical / Floral;versatile;Sekolah/kuliah harian, jalan-jalan santai sore bareng teman, hangout kasual, ngedate.;unisex;Awal spray: Aroma juicy nanas madu yang kuat namun tidak bikin pusing, dipadukan dengan kesegaran fresh dari Neroli. Lama-kelamaan: Sentuhan lembut dari bunga melati (Jasmine) yang memberikan kesan clean dan elegan. Akhir : Ditutup dengan aroma musky yang memberikan rasa nyaman saat dipakai seharian;https://d2kchovjbwl1tk.cloudfront.net/vendor/9962/product/Perfection_1780387000908_resized512-png.webp;https://shopee.co.id/aoeraid;169000;;;
297;Lost in the Italian Sea;Scents of Pluto;Rp259.000,00;50 ml;Eau De Parfum;Italian bergamot, Aldehydes;Jasmine, Orange blossom;Sandalwood, White musk;Fresh / Clean;day;Berolahraga harian, cuaca panas ekstrem siang hari, kuliah pagi, atau kemeja putih kantoran rapi harian.;female;Awal spray: Kesegaran murni berkelas udara laut Mediterania dari jeruk bergamot Italia asli dan molekul udara bersih aldehydes. Lama-kelamaan: Bertransisi menyejukkan menjadi keharuman bunga putih bersih dari kelopak melati malam dan bunga jeruk (orange blossom). Akhir : Ditutup sangat rapi nan mewah layaknya kemeja putih bersih berkat kehangatan kayu cendana dan bedak white musk murni.;https://medias.watsons.co.id/publishing/WTCID-BP_66899-side-zoom.jpg?version=1772119253;https://shopee.co.id/scentsofpluto;259000;;;
298;Not That Kind of Cherry;Scents of Pluto;Rp379.000,00;50 ml;Eau De Parfum;Frozen Cherry, Saffron, Mystical Incense;Juicy Sour Cherry, Cinnamon, Orris, Crimson Orris;Cherry Brandy, Benzoin, Cistus, Liquorous Woods;Fruity / Complex;night;Menghadiri pesta malam formal, kencan romantis malam hari, pakaian modis necis, atau saat cuaca dingin pekat.;unisex;Awal spray: Ledakan buah mewah nan berani dari buah ceri beku (frozen cherry), rempah saffron merah mahal, dan asap kemenyan mistis. Lama-kelamaan: Menjelma jadi wangi buah ceri asam manis yang sangat juicy, bubuk kayu manis, akar orris bedak, dan crimson orris. Akhir : Ditutup super mewah nan sensual oleh minuman ceri beralkohol (cherry brandy), kemenyan benzoin, cistus, dan kayu liquorous woods.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1753239200138-2c62b04f-9656-4fe9-aceb-a570e7aba4bf.png;https://shopee.co.id/scentsofpluto;379000;;;
299;Hugged in Cashmere;Scents of Pluto;Rp289.000,00;50 ml;Eau De Parfum;Bergamot, Cistus, Pepper;Saffron, Violet, Black Sesame;Musk, Sandalwood, Cashmere Wood;Warm / Comfort;night;Teman tidur malam hari, bersantai di rumah saat hujan, kencan kasual kafe malam, atau pakaian sweater hangat.;unisex;Awal spray: Kehangatan awal yang ramah nan nyaman dari jeruk bergamot segar, getah cistus eksotis, dan bumbu lada hitam pedas. Lama-kelamaan: Berubah sangat unik nan memikat berkat perpaduan rempah saffron merah mahal, bunga violet, dan gurihnya wijen hitam (black sesame). Akhir : Ditutup sangat nyaman layaknya pelukan kain wol mahal berkat bedak musk tebal, kayu cendana lembut, dan kayu kasmir (cashmere wood).;https://down-id.img.susercontent.com/file/id-11134207-8224o-mjb4t7u29lok93;https://shopee.co.id/scentsofpluto;289000;;;
300;An Empty Room;Scents of Pluto;Rp289.000,00;50 ml;Eau De Parfum;Lemon, Grapefruit, Bergamot;Floral, Metalic;Amber, Mineral, Oak Moss, Cedarwood, Musk;Fresh / Mineral;night;Bekerja kreatif, menemani waktu fokus belajar, pakaian kasual minimalis monokrom, atau kuliah harian.;unisex;Awal spray: Semburan udara dingin bersih yang minimalis dari perasan jeruk lemon segar, grapefruit, dan jeruk bergamot Italia. Lama-kelamaan: Unik karena bertransisi memancarkan aroma bunga generik yang berbaur dengan sensasi besi dingin (metallic notes). Akhir : Ditutup aroma bersih modern nan membumi dari ambar mineral (mineral amber), lumut ek oakmoss, cedarwood kokoh, dan bedak musk.;https://cdn.prod.website-files.com/645b7f120a807b6569d723bd/673c8325e229ec10dce9df8f_Scents-of-Pluto---An-Empty-Room.webp;https://shopee.co.id/scentsofpluto;289000;;;
301;New Kind of Jungle;Scents of Pluto;Rp379.000,00;50 ml;Eau De Parfum;lemon, Fresh wet herbs, nenuphar;watery yacinth, lush jungle accord, honeysuckle, blue tuberose;crystal musks, moss, modern woods;Green / Tropical;versatile;Menikmati hari libur santai, beraktivitas outdoor outdoor, saat cuaca panas terik, atau ketika ingin tampil segar unik.;unisex;Awal spray: Kesegaran alam liar asri sehabis hujan dari jeruk lemon kuning, herba hijau basah segar (fresh wet herbs), dan nenuphar teratai air. Lama-kelamaan: Menjelma jadi aroma rimbun hutan hujan tropis dari air hyacinth, akor rimba (lush jungle accord), honeysuckle, dan sedap malam biru. Akhir : Ditutup sangat bersih nan membumi di kulit berkat molekul modern crystal musks, lumut hutan moss, dan modern woods.;https://cdn.prod.website-files.com/645b7f120a807b6569d723bd/67653b7ad6405ab263c9def6_scent%20of%20pluto%20new%20kind%20of%20jungle%20parfumnesia.webp;https://shopee.co.id/scentsofpluto;379000;;;
302;Ain't Yout Typical Candy;Scents of Pluto;Rp379.000,00;50 ml;Eau De Parfum;Candied Lemon, Petitgrain, Tonic Orange;Endorphinoflor, Sunny Jasmine, Watery Fruits;Magic Vanilla, Ambery Woods, Coconut Milk;Gourmand / Sweet;day;Pencinta wangi manis kue/permen, jalan-jalan sore ke mall, hangout kafe estetik bareng teman, atau kencan kasual.;female;Awal spray: Manis buah yang ceria nan manja dari manisan jeruk lemon (candied lemon), petitgrain bunga jeruk, dan kesegaran tonic orange. Lama-kelamaan: Menjelma menjadi aroma bunga yang cerah membahagiakan berkat molekul endorphinoflor, melati cerah, dan buah-buahan berair. Akhir : Ditutup sangat lezat nan lembut menyerupai sajian pencuci mulut dari magic vanilla, kayu ambery woods, dan gurihnya susu kelapa.;https://d2kchovjbwl1tk.cloudfront.net/vendor/9962/product/1_1744622827771_resized512-png.webp;https://shopee.co.id/scentsofpluto;379000;;;
303;The Vanity Room;Scents of Pluto;Rp259.000,00;50 ml;Eau De Parfum;Chamomile, Clary Sage;Honey, Cypriol;Amber, Musk, Blond Wood;Amber / Powdery;night;Bersantai sore hari, membaca buku, menemani waktu tidur malam, atau saat cuaca dingin.;female;Awal spray: Kelembutan menenangkan dari herba teh kamomil (chamomile) dan clary sage yang elegan. Lama-kelamaan: Menjelma menjadi aroma manis madu alami (honey) bercampur cypriol. Akhir : Ditutup aroma hangat berkelas dari ambar, bedak musk, dan serat kayu pirang (blond wood).;https://medias.watsons.co.id/publishing/WTCID-66901-side-zoom.jpg?version=1772118649;https://shopee.co.id/scentsofpluto;259000;;;
304;Through the Mystic Forest;Scents of Pluto;Rp259.000,00;50 ml;Eau De Parfum;Italian Cyprus, Myrtle, Rose;Sandalwood, Cedarwood;Amber, Musk, Rosewood;Woody / Floral;night;Aktivitas outdoor kasual, menemani waktu fokus bekerja, atau jalan-jalan santai sore.;unisex;Awal spray: Aroma asri pepohonan hijau dari cemara Italia (cypress), myrtle, dan keanggunan mawar merah. Lama-kelamaan: Bertransisi menjadi kehangatan kayu hutan dari minyak kayu cendana dan cedarwood. Akhir : Ditutup sangat awet dan berwibawa oleh ambar emas, bedak musk, dan kemewahan rosewood.;https://medias.watsons.co.id/publishing/WTCID-BP_66900-front-zoom.jpg?version=1772119226;https://shopee.co.id/scentsofpluto;259000;;;
305;Strawberry Shortcake;Laux;Rp99.000,00;50 ml;Eau De Parfum;Fruity, Strawberry, Sweet, Fresh;-;-;Fruity / Sweet;day;Sekolah/kuliah harian, kasual jalan-jalan siang, hangout mall, atau bagi pecinta buah manis.;unisex;Awal spray: Ledakan kemanisan buah stroberi segar yang sangat ceria, segar, dan juicy. Lama-kelamaan: Profil aroma buahnya bertahan stabil memancarkan suasana manis toko kue tart buah. Akhir : Meninggalkan sisa wangi buah stroberi manis yang ramah dan menggemaskan di kulit.;https://down-id.img.susercontent.com/file/id-11134207-8224x-mjs98z02j1frb8;https://shopee.co.id/lauxparfume;99000;;;
306;Milky Shake;Laux;Rp99.000,00;50 ml;Eau De Parfum;Vanilla, Milk, Calm, Powdery, Sweet;-;-;Gourmand / Milky;day;Menemani waktu santai di rumah, parfum setelah mandi sore, atau menjelang tidur malam.;unisex;Awal spray: Perpaduan manis lembut dari ekstrak vanila murni bercampur gurihnya uapan susu hangat. Lama-kelamaan: Keharumannya melembut menenangkan memancarkan akor bedak bayi yang manis. Akhir : Ditutup dengan sisa kemanisan susu vanila lembut yang menempel nyaman di kulit an.;https://d2kchovjbwl1tk.cloudfront.net/vendor/9962/product/Milky_Shake_2_1767411938429.png;https://shopee.co.id/lauxparfume;99000;;;
307;Cookies & Cream;Laux;Rp99.000,00;50 ml;Eau De Parfum;Vanilla Cake, Calm, Powdery, Balsamic, Creamy;-;-;Gourmand / Bakery;night;Penggemar wangi kue panggangan/biskuit, bersantai di rumah saat hujan, atau kencan kasual sore.;unisex;Awal spray: Kelezatan panggangan kue tart vanila (vanilla cake) yang gurih bercampur akor krim lembut. Lama-kelamaan: Menjelma menjadi aroma biskuit cokelat susu yang manis menenangkan bercampur balsamik. Akhir : Ditutup dengan sisa keharuman mentega manis dan krim kue yang sangat menggugah selera.;https://id-test-11.slatic.net/p/59bd26a70b6e9db9386a784c3879725d.jpg;https://shopee.co.id/lauxparfume;99000;;;
308;Sweet Berry;Laux;Rp99.000,00;50 ml;Eau De Parfum;Floral, Berry, Sweet, Soft, Fresh;-;-;Fruity / Floral;day;Aktivitas sekolah/kuliah harian, kasual jalan-jalan sore bareng teman, atau setelah mandi.;unisex;Awal spray: Kombinasi buah-bunga yang sangat ceria dan ramah dari buah beri liar manis dan kelopak bunga. Lama-kelamaan: Melembut halus memancarkan keasrian aroma buah-buahan segar yang ranum. Akhir : Ditutup minimalis meninggalkan sisa kesegaran buah beri yang lembut dan bersih.;https://d2kchovjbwl1tk.cloudfront.net/vendor/9962/product/Sweet_Berry_2_1767412020846_resized512-png.webp;https://shopee.co.id/lauxparfume;99000;;;
309;Fresh Melon;Laux;Rp99.000,00;50 ml;Eau De Parfum;Fresh, Melon, Milk, Sweet, Candy;-;-;Fruity / Fresh;day;Siang hari terik matahari, kasual kaos-jeans harian, liburan, atau setelah berolahraga harian.;unisex;Awal spray: Semburan buah musim panas yang super juicy dari potongan buah melon segar berair. Lama-kelamaan: Berubah menjadi sangat lezat berkat perpaduan sirup melon, uapan susu manis, dan permen candy. Akhir : Ditutup dengan aroma manis segar buah melon susu yang menggemaskan sepanjang .;https://id-test-11.slatic.net/p/7ebf2d0c0f3f6ad94cae206f991793e3.jpg;https://shopee.co.id/lauxparfume;99000;;;
